text,entity,headline,label,sentiment_str
[TARGET: Aditya Birla Nuvo] Aditya Birla Nuvo to have good going ahead: Deepak Mohoni,Aditya Birla Nuvo,Aditya Birla Nuvo to have good going ahead: Deepak Mohoni,2,positive
"[TARGET: Sensex] Delhi poll results, shaky earnings among top five factors weighing on Sensex",Sensex,"Delhi poll results, shaky earnings among top five factors weighing on Sensex",1,neutral
"[TARGET: FTSE] Britain FTSE edges lower, caution before ECB meeting",FTSE,"Britain FTSE edges lower, caution before ECB meeting",0,negative
"[TARGET: Gold] Gold edges lower on steady equities, flat dollar limits downside",Gold,"Gold edges lower on steady equities, flat dollar limits downside",0,negative
"[TARGET: Sebi] Pending investor complaints against companies rise 8.5% in October, shows Sebi data",Sebi,"Pending investor complaints against companies rise 8.5% in October, shows Sebi data",1,neutral
[TARGET: Morgan Stanley] Oil's rebound could take a detour in 2016: Morgan Stanley,Morgan Stanley,Oil's rebound could take a detour in 2016: Morgan Stanley,1,neutral
"[TARGET: agricultural commodities] Evening trading for agricultural commodities to help farmers, traders'",agricultural commodities,"Evening trading for agricultural commodities to help farmers, traders'",1,neutral
"[TARGET: Seoul shares] Seoul shares fall on China PMI, won retreats as dollar rallies",Seoul shares,"Seoul shares fall on China PMI, won retreats as dollar rallies",0,negative
"[TARGET: UltraTech] Havells, UltraTech and Apollo Tyres are best bets: Ashwani Gujral",UltraTech,"Havells, UltraTech and Apollo Tyres are best bets: Ashwani Gujral",2,positive
"[TARGET: Sensex] Wipro shares fall 7 per cent, top loser on Sensex, Nifty",Sensex,"Wipro shares fall 7 per cent, top loser on Sensex, Nifty",1,neutral
"[TARGET: Globe capital market Ltd] BPCL and IOC look good: Ashish Maheshwari, Globe capital market Ltd",Globe capital market Ltd,"BPCL and IOC look good: Ashish Maheshwari, Globe capital market Ltd",1,neutral
"[TARGET: almond] Dry spell may push up pistachio, almond prices during festivity",almond,"Dry spell may push up pistachio, almond prices during festivity",2,positive
[TARGET: Fullerton] Fullerton appoints Rakesh Makkar as Executive Vice President,Fullerton,Fullerton appoints Rakesh Makkar as Executive Vice President,1,neutral
"[TARGET: dollar] Brent below $92 on weaker dollar, Cushing draw",dollar,"Brent below $92 on weaker dollar, Cushing draw",0,negative
"[TARGET: Way2Wealth Brokers Pvt. Ltd] Negative on Tata Motors: Ambareesh Baliga, Way2Wealth Brokers Pvt. Ltd",Way2Wealth Brokers Pvt. Ltd,"Negative on Tata Motors: Ambareesh Baliga, Way2Wealth Brokers Pvt. Ltd",1,neutral
"[TARGET: Sensex] Sensex rangebound, Nifty below 7800; top fifteen stocks in focus",Sensex,"Sensex rangebound, Nifty below 7800; top fifteen stocks in focus",1,neutral
[TARGET: gold] Tirupati gold set to be locked safely in PSBs,gold,Tirupati gold set to be locked safely in PSBs,1,neutral
[TARGET: Wonderla Holidays] Wonderla Holidays debuts on NSE at Rs 160 apiece; 28% higher than its issue price,Wonderla Holidays,Wonderla Holidays debuts on NSE at Rs 160 apiece; 28% higher than its issue price,2,positive
[TARGET: Shemaroo Entertainment] Should investors subscribe to Shemaroo Entertainment IPO?,Shemaroo Entertainment,Should investors subscribe to Shemaroo Entertainment IPO?,1,neutral
"[TARGET: Syndicate Bank] Syndicate Bank tanks over 7%, hits 52-week low post Q1 numbers",Syndicate Bank,"Syndicate Bank tanks over 7%, hits 52-week low post Q1 numbers",0,negative
[TARGET: Sebi] Sebi asks for fresh clarification on Inox Wind Rs 700 crore IPO,Sebi,Sebi asks for fresh clarification on Inox Wind Rs 700 crore IPO,1,neutral
[TARGET: NSE] NSE directs brokers to implement risk reduction mode,NSE,NSE directs brokers to implement risk reduction mode,1,neutral
[TARGET: Infosys] Infosys: Implied volatilty hits 5-year high as buyers queue up to puchase options ahead of results,Infosys,Infosys: Implied volatilty hits 5-year high as buyers queue up to puchase options ahead of results,2,positive
[TARGET: NSEL] MCX-SX is well ring-fenced from NSEL crisis: Sebi,NSEL,MCX-SX is well ring-fenced from NSEL crisis: Sebi,1,neutral
[TARGET: Holcim-Ambuja Cements] Holcim-Ambuja Cements deal not winsome for investors,Holcim-Ambuja Cements,Holcim-Ambuja Cements deal not winsome for investors,0,negative
"[TARGET: Quantum AMC] Need to be patient while investing in oil and gas stocks: IV Subramaniam, Quantum AMC",Quantum AMC,"Need to be patient while investing in oil and gas stocks: IV Subramaniam, Quantum AMC",1,neutral
[TARGET: JBM Auto] JBM Auto Q2 net profit up 18% to Rs 18 crore,JBM Auto,JBM Auto Q2 net profit up 18% to Rs 18 crore,2,positive
[TARGET: Base metal] Base metal drops further on sustained stockists selling,Base metal,Base metal drops further on sustained stockists selling,0,negative
"[TARGET: Cardamom] Cardamom futures down on low demand, higher arrivals",Cardamom,"Cardamom futures down on low demand, higher arrivals",0,negative
"[TARGET: SBI] SBI's downside is of concern: CK Narayan, Sharyans Resources",SBI,"SBI's downside is of concern: CK Narayan, Sharyans Resources",0,negative
[TARGET: Aurobindo] Co-founder PV Ramaprasad Reddy becomes billionaire as Aurobindo triples to record,Aurobindo,Co-founder PV Ramaprasad Reddy becomes billionaire as Aurobindo triples to record,1,neutral
[TARGET: Sebi] EIL files draft prospectus with Sebi to sell 10% stake via FPO,Sebi,EIL files draft prospectus with Sebi to sell 10% stake via FPO,1,neutral
[TARGET: Cyclicals] Cyclicals to wait for concrete fundamentals: Nitin Raheja,Cyclicals,Cyclicals to wait for concrete fundamentals: Nitin Raheja,1,neutral
[TARGET: Brent] Brent could be headed towards $80 a barrel in near term: Trend-Wise,Brent,Brent could be headed towards $80 a barrel in near term: Trend-Wise,1,neutral
[TARGET: Rouble] Rouble crisis ripples through wheat as bulls advance,Rouble,Rouble crisis ripples through wheat as bulls advance,2,positive
"[TARGET: SBT] SBT's operating profit of increases to Rs 1,030 crore",SBT,"SBT's operating profit of increases to Rs 1,030 crore",2,positive
[TARGET: market] Top nine trading strategies in a rising market,market,Top nine trading strategies in a rising market,2,positive
[TARGET: Wockhardt] Danone deal expected to act as a trigger for 'troubled' Wockhardt,Wockhardt,Danone deal expected to act as a trigger for 'troubled' Wockhardt,2,positive
"[TARGET: equity] Bull run in fixed income, equity to continue: Nilesh Shah",equity,"Bull run in fixed income, equity to continue: Nilesh Shah",2,positive
[TARGET: Abbott India] Abbott India Q2 net profit down 3 per cent at Rs 61.70 crore,Abbott India,Abbott India Q2 net profit down 3 per cent at Rs 61.70 crore,0,negative
[TARGET: dollar] A soaring dollar could set off a currency war with China,dollar,A soaring dollar could set off a currency war with China,2,positive
[TARGET: ore] MOIL prospects dim on falling ore prices,ore,MOIL prospects dim on falling ore prices,0,negative
[TARGET: Markets] Markets will move sideways before next upside starts:  Ashwani Gujral,Markets,Markets will move sideways before next upside starts:  Ashwani Gujral,0,negative
[TARGET: MRF] MRF clocks record profit in Q1,MRF,MRF clocks record profit in Q1,2,positive
[TARGET: Sharekhan] CVCI ropes in Citigroup to find buyers for stake in Sharekhan: Sources,Sharekhan,CVCI ropes in Citigroup to find buyers for stake in Sharekhan: Sources,1,neutral
[TARGET: Inox Wind] Sebi asks for fresh clarification on Inox Wind Rs 700 crore IPO,Inox Wind,Sebi asks for fresh clarification on Inox Wind Rs 700 crore IPO,1,neutral
"[TARGET: oil and gas] Metals, oil and gas to lead earnings downgrade this quarter: Prashasta Seth, IIFL AMC",oil and gas,"Metals, oil and gas to lead earnings downgrade this quarter: Prashasta Seth, IIFL AMC",0,negative
[TARGET: TVM Capital] TVM Capital appoints Sudhir Bahl as Director-India,TVM Capital,TVM Capital appoints Sudhir Bahl as Director-India,1,neutral
"[TARGET: gold] Jim Rogers may buy gold if price drops to $1,300",gold,"Jim Rogers may buy gold if price drops to $1,300",1,neutral
"[TARGET: guar] North America puts its drilling projects on hold, guar slips",guar,"North America puts its drilling projects on hold, guar slips",0,negative
"[TARGET: HDFC] Sandeep Wagle's hot stock picks: DLF, L&T, HDFC, Exide",HDFC,"Sandeep Wagle's hot stock picks: DLF, L&T, HDFC, Exide",2,positive
[TARGET: Colgate-Palmolive India] Colgate-Palmolive India appoints Prabha Parameswaran as MD,Colgate-Palmolive India,Colgate-Palmolive India appoints Prabha Parameswaran as MD,1,neutral
[TARGET: Rashtriya Ispat Nigam Ltd] Rashtriya Ispat Nigam Ltd posts 25% growth in FY14 turnover,Rashtriya Ispat Nigam Ltd,Rashtriya Ispat Nigam Ltd posts 25% growth in FY14 turnover,2,positive
"[TARGET: Consumer cos] Consumer cos will see more consistent growth: David Pezarkar, Daiwa AMC",Consumer cos,"Consumer cos will see more consistent growth: David Pezarkar, Daiwa AMC",2,positive
[TARGET: Engineers India] Engineers India FPO gets lukewarm response on Day 1,Engineers India,Engineers India FPO gets lukewarm response on Day 1,0,negative
[TARGET: Nifty] Nifty will revisit 7930-7940 levels: Mitesh Thacker,Nifty,Nifty will revisit 7930-7940 levels: Mitesh Thacker,1,neutral
"[TARGET: HPCL] BPCL, HPCL in red on fuel price cut, rise in global prices",HPCL,"BPCL, HPCL in red on fuel price cut, rise in global prices",0,negative
[TARGET: Tea] Tea prices firm up in global market despite production increasing by 13.3%,Tea,Tea prices firm up in global market despite production increasing by 13.3%,2,positive
[TARGET: Gulf] Egypt may extend gains; more earnings misses in Gulf,Gulf,Egypt may extend gains; more earnings misses in Gulf,0,negative
[TARGET: CBDT] No tax on capital gains on offshore rupee bonds: CBDT,CBDT,No tax on capital gains on offshore rupee bonds: CBDT,1,neutral
"[TARGET: metals] Manic Monday: Sensex ends day 551 points down @ 27,561; metals, banking stocks severely hit",metals,"Manic Monday: Sensex ends day 551 points down @ 27,561; metals, banking stocks severely hit",0,negative
[TARGET: TCS] Prefer Infosys over TCS in IT sector: Prashastha Seth,TCS,Prefer Infosys over TCS in IT sector: Prashastha Seth,0,negative
[TARGET: OMC stocks] Book profits in OMC stocks: Ambareesh Baliga,OMC stocks,Book profits in OMC stocks: Ambareesh Baliga,0,negative
[TARGET: Spice exporters] Spice exporters eye Vietnam for a steady pepper supply,Spice exporters,Spice exporters eye Vietnam for a steady pepper supply,1,neutral
"[TARGET: Sahara] Court issues fresh summons to Sahara, its chief Subrata Roy",Sahara,"Court issues fresh summons to Sahara, its chief Subrata Roy",0,negative
"[TARGET: trendwatchindia.com] Tinplate is certainly a hold: Deepak Mohoni, trendwatchindia.com",trendwatchindia.com,"Tinplate is certainly a hold: Deepak Mohoni, trendwatchindia.com",1,neutral
"[TARGET: Sensex] Nifty, Sensex end at record closing highs on strong FII inflow",Sensex,"Nifty, Sensex end at record closing highs on strong FII inflow",2,positive
[TARGET: Brent] Brent edges above $95 on relief over China PMI,Brent,Brent edges above $95 on relief over China PMI,2,positive
[TARGET: Vakrangee] Vakrangee surges 15% on strategic alliance with Ricoh India,Vakrangee,Vakrangee surges 15% on strategic alliance with Ricoh India,2,positive
[TARGET: Glenmark Pharma] Go for Glenmark Pharma than Ranbaxy or Wockhardt: Jagannadham Thunuguntla,Glenmark Pharma,Go for Glenmark Pharma than Ranbaxy or Wockhardt: Jagannadham Thunuguntla,2,positive
"[TARGET: Yen] Yen weakens as risk sentiment improves, BoJ maintains status quo",Yen,"Yen weakens as risk sentiment improves, BoJ maintains status quo",0,negative
"[TARGET: Apollo Tyre] Advise to buy Motherson Sumi, Apollo Tyre: Vinay Khattar",Apollo Tyre,"Advise to buy Motherson Sumi, Apollo Tyre: Vinay Khattar",2,positive
[TARGET: Financial Technologies] Financial Technologies investors have a tough call to make,Financial Technologies,Financial Technologies investors have a tough call to make,1,neutral
[TARGET: Ambuja Cement] Ambuja Cement profit up 6.57% to Rs 520 cr,Ambuja Cement,Ambuja Cement profit up 6.57% to Rs 520 cr,2,positive
"[TARGET: Sun Pharma] Dilip Shanghvi, Sun Pharma promoter, a pharma maven with midas touch",Sun Pharma,"Dilip Shanghvi, Sun Pharma promoter, a pharma maven with midas touch",1,neutral
[TARGET: Bharti Airtel] Spectrum Auction: Bharti Airtel & Idea Cellular outperforms broader market,Bharti Airtel,Spectrum Auction: Bharti Airtel & Idea Cellular outperforms broader market,2,positive
"[TARGET: Gitanjali Gems] Gitanjali Gems has held on: Ashwani Gujral, Market Strategist",Gitanjali Gems,"Gitanjali Gems has held on: Ashwani Gujral, Market Strategist",2,positive
[TARGET: Jewellery] Vote on account 2014: Jewellery stocks plunge as much as 5% as no duty cut disappoints,Jewellery,Vote on account 2014: Jewellery stocks plunge as much as 5% as no duty cut disappoints,0,negative
[TARGET: Sensex] Why Sensex churn matters to investors,Sensex,Why Sensex churn matters to investors,1,neutral
[TARGET: MRF] MRF Q2 net dips 19% at Rs 171 crore,MRF,MRF Q2 net dips 19% at Rs 171 crore,0,negative
[TARGET: Financial Technologies] MCX investors give nod to transfer Financial Technologies' stake,Financial Technologies,MCX investors give nod to transfer Financial Technologies' stake,1,neutral
[TARGET: Brent] Brent's premium to Dubai crude falls to lowest in more than 3 months,Brent,Brent's premium to Dubai crude falls to lowest in more than 3 months,0,negative
"[TARGET: Macquarie] Macquarie lowers 2015 gold, silver price forecasts",Macquarie,"Macquarie lowers 2015 gold, silver price forecasts",1,neutral
[TARGET: GAIL India] GAIL India Q4 profit zooms 57 per cent to Rs 972 crore,GAIL India,GAIL India Q4 profit zooms 57 per cent to Rs 972 crore,2,positive
[TARGET: Oil-led] Oil-led margin growth begins aiding earnings,Oil-led,Oil-led margin growth begins aiding earnings,2,positive
"[TARGET: Dalal Street] Dalal Street to closely follow winter session, F&O expiry",Dalal Street,"Dalal Street to closely follow winter session, F&O expiry",1,neutral
"[TARGET: copper] As copper runs low, producers turn ideas to boost output of metal",copper,"As copper runs low, producers turn ideas to boost output of metal",0,negative
[TARGET: Sebi] SAT upholds Sebi order against Indira Securities,Sebi,SAT upholds Sebi order against Indira Securities,1,neutral
[TARGET: Apollo Tyres] Apollo Tyres to set up plant in Hungary; stock rallies nearly 3%,Apollo Tyres,Apollo Tyres to set up plant in Hungary; stock rallies nearly 3%,2,positive
[TARGET: Comex] Comex gold prices inch lower in early noon trades,Comex,Comex gold prices inch lower in early noon trades,0,negative
[TARGET: Nifty] 5490 is a key level for the Nifty today: Ashwani Gujral,Nifty,5490 is a key level for the Nifty today: Ashwani Gujral,1,neutral
[TARGET: Auto] Auto is the sector to be in: Prakash Diwan,Auto,Auto is the sector to be in: Prakash Diwan,2,positive
[TARGET: Marico] Marico Q2 net up 27% to Rs 150.72 crore,Marico,Marico Q2 net up 27% to Rs 150.72 crore,2,positive
[TARGET: Force Motors] Force Motors appoints Naresh Rattan as COO of tractor biz,Force Motors,Force Motors appoints Naresh Rattan as COO of tractor biz,1,neutral
"[TARGET: Sensex] Sensex rangebound, Nifty tests 7550; top ten stocks in focus",Sensex,"Sensex rangebound, Nifty tests 7550; top ten stocks in focus",1,neutral
"[TARGET: Rupee] July 9, 2014: Mecklai Financial report on Rupee",Rupee,"July 9, 2014: Mecklai Financial report on Rupee",1,neutral
[TARGET: TA Associates] TA Associates eyes Motilal Oswal's 12 per cent stake in AU Financiers,TA Associates,TA Associates eyes Motilal Oswal's 12 per cent stake in AU Financiers,1,neutral
"[TARGET: stock] Growth worries grip stock markets, crude oil",stock,"Growth worries grip stock markets, crude oil",0,negative
[TARGET: IT space] Still some money left on the table for IT space: Vijai Mantri,IT space,Still some money left on the table for IT space: Vijai Mantri,2,positive
"[TARGET: markets] Companies put debt over equity, raise Rs 1.33 lakh crore from markets",markets,"Companies put debt over equity, raise Rs 1.33 lakh crore from markets",1,neutral
"[TARGET: AB Foods] Weaker FTSE underpinned by Burberry, Barratt, AB Foods updates",AB Foods,"Weaker FTSE underpinned by Burberry, Barratt, AB Foods updates",0,negative
[TARGET: Karvy Computershare] Karvy Computershare indulged in IPO irregularities: Sebi,Karvy Computershare,Karvy Computershare indulged in IPO irregularities: Sebi,0,negative
[TARGET: TCS] TCS shares end lower ahead of earnings announcement,TCS,TCS shares end lower ahead of earnings announcement,0,negative
"[TARGET: Bharti Airtel] Nifty, Sensex start on a cautious note; Bharti Airtel, HDFC down",Bharti Airtel,"Nifty, Sensex start on a cautious note; Bharti Airtel, HDFC down",0,negative
[TARGET: Citi] Brokers call: Citi stays neutral on Tech Mahindra,Citi,Brokers call: Citi stays neutral on Tech Mahindra,1,neutral
"[TARGET: Fitch] FDI, discom policies show reform momentum intact: Fitch",Fitch,"FDI, discom policies show reform momentum intact: Fitch",1,neutral
[TARGET: Education companies] Education companies rally upto 24% on cheap valuations,Education companies,Education companies rally upto 24% on cheap valuations,2,positive
[TARGET: gold] Festive season likely to keep gold demand strong,gold,Festive season likely to keep gold demand strong,2,positive
[TARGET: Markets] Markets to remain in an uptrend: Mitesh Thacker,Markets,Markets to remain in an uptrend: Mitesh Thacker,2,positive
[TARGET: MOIL] MOIL: Price hike helps company post growth in sales during Q1,MOIL,MOIL: Price hike helps company post growth in sales during Q1,2,positive
[TARGET: sugar stocks] Dozen of sugar stocks hit 52-week highs on improving outlook,sugar stocks,Dozen of sugar stocks hit 52-week highs on improving outlook,2,positive
[TARGET: Infosys] Mutual funds favour IT stocks like Infosys over pharma and auto,Infosys,Mutual funds favour IT stocks like Infosys over pharma and auto,2,positive
[TARGET: GMR Infra] CAG report: GMR Infra slips over 3%,GMR Infra,CAG report: GMR Infra slips over 3%,0,negative
[TARGET: SAIL] Sell SAIL with a stop loss of Rs 77.5: Sandeep Wagle,SAIL,Sell SAIL with a stop loss of Rs 77.5: Sandeep Wagle,0,negative
"[TARGET: Angel Broking] Talwalkars' business model not exciting: Mayuresh Joshi, Angel Broking",Angel Broking,"Talwalkars' business model not exciting: Mayuresh Joshi, Angel Broking",1,neutral
[TARGET: Oberoi Realty] Oberoi Realty rallies 15% as SC frees up stuck projects in Mumbai,Oberoi Realty,Oberoi Realty rallies 15% as SC frees up stuck projects in Mumbai,2,positive
"[TARGET: M&M] RIL, M&M, BPCL may shed Rs 40K-cr of their stock",M&M,"RIL, M&M, BPCL may shed Rs 40K-cr of their stock",2,positive
[TARGET: Bhartiya Group] Bhartiya Group appoints G Raghavan as Bhartiya Urban CEO,Bhartiya Group,Bhartiya Group appoints G Raghavan as Bhartiya Urban CEO,1,neutral
"[TARGET: silver] State govts gain from gold, silver rally; report higher tax revenues",silver,"State govts gain from gold, silver rally; report higher tax revenues",2,positive
[TARGET: Crude oil futures] Crude oil futures up on overseas cues,Crude oil futures,Crude oil futures up on overseas cues,2,positive
"[TARGET: NSE] Thomas Cook, Sterling Holiday merger deal gets BSE, NSE nod",NSE,"Thomas Cook, Sterling Holiday merger deal gets BSE, NSE nod",1,neutral
[TARGET: GAIL] GAIL slips nearly 2% after explosion at pipeline,GAIL,GAIL slips nearly 2% after explosion at pipeline,0,negative
[TARGET: SapientNitro] KV Sridhar Joins SapientNitro as chief creative officer,SapientNitro,KV Sridhar Joins SapientNitro as chief creative officer,1,neutral
"[TARGET: NPCIL] NPCIL rides corporate bond wave, to raise up to Rs 2,500 crore",NPCIL,"NPCIL rides corporate bond wave, to raise up to Rs 2,500 crore",1,neutral
[TARGET: Piramal Enterprises] Proxy firms want Piramal Enterprises to block appointment of 6 independent directors,Piramal Enterprises,Proxy firms want Piramal Enterprises to block appointment of 6 independent directors,1,neutral
[TARGET: zinc] Its a good time to accumulate zinc,zinc,Its a good time to accumulate zinc,2,positive
"[TARGET: silver] Gold, silver end steady in thin trade",silver,"Gold, silver end steady in thin trade",1,neutral
"[TARGET: Binani Cement] Binani Cement, Nirma and Sparsh BPO unveil plans to go private within a week",Binani Cement,"Binani Cement, Nirma and Sparsh BPO unveil plans to go private within a week",1,neutral
[TARGET: Reliance Industries] Citi downgrades Reliance Industries to neutral; prefers Cairn India,Reliance Industries,Citi downgrades Reliance Industries to neutral; prefers Cairn India,0,negative
"[TARGET: Arhar] Arhar, its dal rise on pick up in demand",Arhar,"Arhar, its dal rise on pick up in demand",2,positive
[TARGET: Parabolic] Parabolic IPO gets 76% demand by Day 2,Parabolic,Parabolic IPO gets 76% demand by Day 2,2,positive
"[TARGET: EasyJet] EasyJet leads European shares higher, focus on ECB",EasyJet,"EasyJet leads European shares higher, focus on ECB",2,positive
[TARGET: GAIL] GAIL standalone net profit at Rs 3561 cr; stock up,GAIL,GAIL standalone net profit at Rs 3561 cr; stock up,2,positive
"[TARGET: Indian mkt] Macro data, FIIs to decide Indian mkt trend this week: Experts",Indian mkt,"Macro data, FIIs to decide Indian mkt trend this week: Experts",1,neutral
"[TARGET: RBI] Post RBI surprise, LKP Securities seven big ideas for next quarter",RBI,"Post RBI surprise, LKP Securities seven big ideas for next quarter",1,neutral
"[TARGET: PNB] Build positions around PSU banking space; bet on Canara, BOB, PNB, SBI: Ashwani Gujral",PNB,"Build positions around PSU banking space; bet on Canara, BOB, PNB, SBI: Ashwani Gujral",2,positive
"[TARGET: MCX] United Spirits, MCX scrips to be shifted from Group A",MCX,"United Spirits, MCX scrips to be shifted from Group A",0,negative
"[TARGET: India] Fears grow of a bubble in Brazil, China and India",India,"Fears grow of a bubble in Brazil, China and India",0,negative
"[TARGET: Hong Kong stocks] Hong Kong stocks fall on clashes, weak China data",Hong Kong stocks,"Hong Kong stocks fall on clashes, weak China data",0,negative
"[TARGET: urad] Major increase in support price for paddy, moong, tur & urad likely",urad,"Major increase in support price for paddy, moong, tur & urad likely",2,positive
[TARGET: IBJA] IBJA hires consultancy firm EY to draw blueprint for developing bullion spot exchange in India,IBJA,IBJA hires consultancy firm EY to draw blueprint for developing bullion spot exchange in India,1,neutral
[TARGET: Nifty] Nifty could correct maximum by 130 points: Mitesh Thacker,Nifty,Nifty could correct maximum by 130 points: Mitesh Thacker,1,neutral
[TARGET: PSU] Soaring PSU shares spark pricing worry,PSU,Soaring PSU shares spark pricing worry,0,negative
[TARGET: chana futures] Higher supply drags down chana futures 0.40%,chana futures,Higher supply drags down chana futures 0.40%,0,negative
[TARGET: SAT] Pass final order in Rose Valley case within 8 weeks: SAT to Sebi,SAT,Pass final order in Rose Valley case within 8 weeks: SAT to Sebi,1,neutral
"[TARGET: Dollar] Dollar slips after weak US Sales, job data",Dollar,"Dollar slips after weak US Sales, job data",0,negative
[TARGET: FTSE] FTSE rises; BP leads energy stocks higher,FTSE,FTSE rises; BP leads energy stocks higher,2,positive
[TARGET: Gold] Gold trades flat a day before Diwali,Gold,Gold trades flat a day before Diwali,1,neutral
[TARGET: Forward Markets Commision] Forward Markets Commision allows  national commodity bourses to impose different deal charges,Forward Markets Commision,Forward Markets Commision allows  national commodity bourses to impose different deal charges,1,neutral
[TARGET: Gillette] Delisting buzz fuels Gillette stock surge,Gillette,Delisting buzz fuels Gillette stock surge,2,positive
[TARGET: Dish TV] Over 5.6% stake in Dish TV pledged,Dish TV,Over 5.6% stake in Dish TV pledged,0,negative
[TARGET: Sensex] Nifty scales above 6750; Sensex hits fresh record high,Sensex,Nifty scales above 6750; Sensex hits fresh record high,2,positive
"[TARGET: euro] Pound hits 4-month low after BoE's dovish shift, euro eyes GDP",euro,"Pound hits 4-month low after BoE's dovish shift, euro eyes GDP",1,neutral
"[TARGET: ET] Sensex @ 28,000 or 35,000; what the biggest hurdle for markets? Here what ET poll found",ET,"Sensex @ 28,000 or 35,000; what the biggest hurdle for markets? Here what ET poll found",1,neutral
[TARGET: MCX] MCX may be restrained from launching fresh contracts,MCX,MCX may be restrained from launching fresh contracts,0,negative
[TARGET: Cognizant] Cognizant Q2 revenue up 16.5% at $2.52 billion; expects FY15 revenue growth of at least 14%,Cognizant,Cognizant Q2 revenue up 16.5% at $2.52 billion; expects FY15 revenue growth of at least 14%,2,positive
[TARGET: China stocks] Worries mount about Chinese economy: Three reasons why China stocks plunged 8.48%,China stocks,Worries mount about Chinese economy: Three reasons why China stocks plunged 8.48%,0,negative
"[TARGET: financial] SEB debt restructuring positive for financial, power sectors: Analysts",financial,"SEB debt restructuring positive for financial, power sectors: Analysts",2,positive
"[TARGET: Lead futures] Lead futures down 0.48 per cent on sluggish spot demand, global cues",Lead futures,"Lead futures down 0.48 per cent on sluggish spot demand, global cues",0,negative
"[TARGET: oil] Asian markets edge lower, supply concerns keep oil down",oil,"Asian markets edge lower, supply concerns keep oil down",0,negative
[TARGET: Indiabulls Finserv] Any declines on Indiabulls Finserv a buying opportunity: Rajat Bose,Indiabulls Finserv,Any declines on Indiabulls Finserv a buying opportunity: Rajat Bose,2,positive
[TARGET: IL&FS] Investments in infra stocks can wait: IL&FS,IL&FS,Investments in infra stocks can wait: IL&FS,1,neutral
[TARGET: HCL Tech] Hold HCL Tech and other IT stocks:  G Chokkalingam,HCL Tech,Hold HCL Tech and other IT stocks:  G Chokkalingam,1,neutral
"[TARGET: Tech Mahindra] Prefer HCL Tech, Tech Mahindra and TCS in IT: Kunj Bansal",Tech Mahindra,"Prefer HCL Tech, Tech Mahindra and TCS in IT: Kunj Bansal",2,positive
"[TARGET: RSWM] RSWM, Abhishek Ind better players in textile: Deepak Mohoni",RSWM,"RSWM, Abhishek Ind better players in textile: Deepak Mohoni",2,positive
"[TARGET: Tata Power] NTPC, Tata Power, Reliance Power and Adani are top stocks in power sector for Budget: Ambareesh Baliga",Tata Power,"NTPC, Tata Power, Reliance Power and Adani are top stocks in power sector for Budget: Ambareesh Baliga",2,positive
"[TARGET: CNX IT] Bank Nifty, CNX IT not showing much strength despite index hitting life-time high: Mitesh Thacker",CNX IT,"Bank Nifty, CNX IT not showing much strength despite index hitting life-time high: Mitesh Thacker",0,negative
[TARGET: Bank Nifty] Expect a 3-4% dip in Bank Nifty before fresh levels breakout: Mitesh Thacker,Bank Nifty,Expect a 3-4% dip in Bank Nifty before fresh levels breakout: Mitesh Thacker,0,negative
"[TARGET: Apple] Apple, Microsoft take further knock on Wall St, fall 4%",Apple,"Apple, Microsoft take further knock on Wall St, fall 4%",0,negative
[TARGET: Ceat] Ceat Q3 net profit surges three-fold to Rs 67 crore,Ceat,Ceat Q3 net profit surges three-fold to Rs 67 crore,2,positive
[TARGET: Zee Entertainment] Buy Zee Entertainment with a target of Rs 295: Ashwani Gujral,Zee Entertainment,Buy Zee Entertainment with a target of Rs 295: Ashwani Gujral,2,positive
"[TARGET: ONGC] ONGC, GAIL our top bets in OMCs: Tirthankar Patnaik, Religare Capital Markets",ONGC,"ONGC, GAIL our top bets in OMCs: Tirthankar Patnaik, Religare Capital Markets",2,positive
"[TARGET: Centrum Wealth Management] Opportunities abundant in pharma space: Kunj Bansal, Centrum Wealth Management",Centrum Wealth Management,"Opportunities abundant in pharma space: Kunj Bansal, Centrum Wealth Management",1,neutral
"[TARGET: Mecklai Financial] August 18, 2014: Mecklai Financial report on Rupee",Mecklai Financial,"August 18, 2014: Mecklai Financial report on Rupee",1,neutral
"[TARGET: midcap] Difficult for Bank Nifty to get past 15,300; action seen in midcap, small cap stocks: Ashwani Gujral",midcap,"Difficult for Bank Nifty to get past 15,300; action seen in midcap, small cap stocks: Ashwani Gujral",2,positive
"[TARGET: Mercedes India] Mercedes India appoints new heads for sales, marketing",Mercedes India,"Mercedes India appoints new heads for sales, marketing",1,neutral
[TARGET: Chinese stocks] Why Chinese stocks leave US investors vulnerable,Chinese stocks,Why Chinese stocks leave US investors vulnerable,1,neutral
[TARGET: metal stocks] Go short in metal stocks that are in green: Ashwani Gujral,metal stocks,Go short in metal stocks that are in green: Ashwani Gujral,0,negative
[TARGET: IBMA] NSEL contests forensic audit findings on IBMA,IBMA,NSEL contests forensic audit findings on IBMA,1,neutral
[TARGET: MCX] MCX migrates to latest version of exchange software,MCX,MCX migrates to latest version of exchange software,1,neutral
[TARGET: Chana] Chana futures soften 0.31% on weak demand,Chana,Chana futures soften 0.31% on weak demand,0,negative
[TARGET: markets] Multiple positives already priced in: Moderate your expectations from markets in 2015,markets,Multiple positives already priced in: Moderate your expectations from markets in 2015,1,neutral
