text,entity,headline,label,sentiment_str
"[TARGET: interest rate futures] MCX-SX first to offer interest rate futures, starting January 20",interest rate futures,"MCX-SX first to offer interest rate futures, starting January 20",1,neutral
[TARGET: Sebi] Media important part of Sebi surveillance mechanism: U K Sinha,Sebi,Media important part of Sebi surveillance mechanism: U K Sinha,1,neutral
[TARGET: Metropolitan Stock Exchange] Metropolitan Stock Exchange eyes Rs 118 crore via rights issue,Metropolitan Stock Exchange,Metropolitan Stock Exchange eyes Rs 118 crore via rights issue,1,neutral
"[TARGET: NSEL] More time required for order on NSEL-FTIL merger, says Government",NSEL,"More time required for order on NSEL-FTIL merger, says Government",1,neutral
"[TARGET: FTIL] More time required for order on NSEL-FTIL merger, says Government",FTIL,"More time required for order on NSEL-FTIL merger, says Government",1,neutral
[TARGET: Morgan Stanley] Morgan Stanley plans natgas export plant in new commodities foray,Morgan Stanley,Morgan Stanley plans natgas export plant in new commodities foray,1,neutral
[TARGET: Motilal Oswal] Motilal Oswal forecasts achhe din for stock market in 2016,Motilal Oswal,Motilal Oswal forecasts achhe din for stock market in 2016,1,neutral
[TARGET: NCDEX] NCDEX initiative has Gulab Bagh reaping big with maize contracts,NCDEX,NCDEX initiative has Gulab Bagh reaping big with maize contracts,1,neutral
[TARGET: NCDEX] NCDEX ties up with DD Kisan to provide agri-price information,NCDEX,NCDEX ties up with DD Kisan to provide agri-price information,1,neutral
[TARGET: DD Kisan] NCDEX ties up with DD Kisan to provide agri-price information,DD Kisan,NCDEX ties up with DD Kisan to provide agri-price information,1,neutral
[TARGET: NCDEX] NCDEX to bring in differential transaction charges from February 19,NCDEX,NCDEX to bring in differential transaction charges from February 19,1,neutral
[TARGET: cement space] Near term outlook remains muted for cement space: Amit Khurana,cement space,Near term outlook remains muted for cement space: Amit Khurana,1,neutral
[TARGET: Network18] Network18 founder Raghav Bahl to continue as non-executive board member,Network18,Network18 founder Raghav Bahl to continue as non-executive board member,1,neutral
[TARGET: JP Morgan] Next few years need stable FDI flows:  JP Morgan,JP Morgan,Next few years need stable FDI flows:  JP Morgan,1,neutral
[TARGET: NSEL] NIF may turn co-plaintiff in Modern India suit against NSEL,NSEL,NIF may turn co-plaintiff in Modern India suit against NSEL,0,negative
[TARGET: NIF] NIF may turn co-plaintiff in Modern India suit against NSEL,NIF,NIF may turn co-plaintiff in Modern India suit against NSEL,1,neutral
[TARGET: Modern India] NIF may turn co-plaintiff in Modern India suit against NSEL,Modern India,NIF may turn co-plaintiff in Modern India suit against NSEL,1,neutral
"[TARGET: Nifty] Nifty can hit 12,000 in five years, says Raamdeo Agrawal",Nifty,"Nifty can hit 12,000 in five years, says Raamdeo Agrawal",1,neutral
[TARGET: Nifty] Nifty may be on its way to 6800: Ashwani Gujral,Nifty,Nifty may be on its way to 6800: Ashwani Gujral,1,neutral
[TARGET: Nifty] Nifty might resume upward trend after 2-3 days: Mitesh Thacker,Nifty,Nifty might resume upward trend after 2-3 days: Mitesh Thacker,2,positive
"[TARGET: Nifty] Nifty nears 6,300 as Russia pulls out troops from Crimea",Nifty,"Nifty nears 6,300 as Russia pulls out troops from Crimea",1,neutral
[TARGET: Nifty] Nifty to get past 8000 at some point: Ashwani Gujral,Nifty,Nifty to get past 8000 at some point: Ashwani Gujral,1,neutral
"[TARGET: Nifty] Nifty to trade in a range of 8350-8,550: Ashwani Gujral",Nifty,"Nifty to trade in a range of 8350-8,550: Ashwani Gujral",1,neutral
[TARGET: Nifty] Nifty's consolidated P/E makes Indian markets cheaper than its peers,Nifty,Nifty's consolidated P/E makes Indian markets cheaper than its peers,1,neutral
[TARGET: Hindustan Petroleum Corp Ltd] Nishi Vasudeva takes over as Hindustan Petroleum Corp Ltd chief,Hindustan Petroleum Corp Ltd,Nishi Vasudeva takes over as Hindustan Petroleum Corp Ltd chief,1,neutral
"[TARGET: Nitin Fire Protection Industries] Nitin Fire Protection Industries expects Rs 1,000-crore turnover this fiscal",Nitin Fire Protection Industries,"Nitin Fire Protection Industries expects Rs 1,000-crore turnover this fiscal",1,neutral
[TARGET: NSE] NSE extends deadline for trading members to provide client details,NSE,NSE extends deadline for trading members to provide client details,1,neutral
"[TARGET: NSE] NSE moves court, seeks more time to reply to CCI",NSE,"NSE moves court, seeks more time to reply to CCI",1,neutral
"[TARGET: CCI] NSE moves court, seeks more time to reply to CCI",CCI,"NSE moves court, seeks more time to reply to CCI",1,neutral
[TARGET: NSE] NSE to auction government bonds worth Rs 617 crore tomorrow,NSE,NSE to auction government bonds worth Rs 617 crore tomorrow,1,neutral
[TARGET: NYSE] NYSE to take back policing duties from Wall Street watchdog,NYSE,NYSE to take back policing duties from Wall Street watchdog,1,neutral
[TARGET: Wall Street] NYSE to take back policing duties from Wall Street watchdog,Wall Street,NYSE to take back policing duties from Wall Street watchdog,1,neutral
[TARGET: Oberoi Realty] Oberoi Realty: Look at it only from a long-term perspective,Oberoi Realty,Oberoi Realty: Look at it only from a long-term perspective,1,neutral
[TARGET: IOC] Oil Minister Dharmendra Pradhan approves appointment of new IOC Chairman,IOC,Oil Minister Dharmendra Pradhan approves appointment of new IOC Chairman,1,neutral
"[TARGET: Sebi] Open offers worth Rs 1,007 crore made in Apr-Aug: Sebi",Sebi,"Open offers worth Rs 1,007 crore made in Apr-Aug: Sebi",1,neutral
[TARGET: Nifty] Options signal limited upside for Nifty at around 7500 levels,Nifty,Options signal limited upside for Nifty at around 7500 levels,1,neutral
[TARGET: Otis Elevator] Otis Elevator appoints Sebi Joseph as MD of India biz,Otis Elevator,Otis Elevator appoints Sebi Joseph as MD of India biz,1,neutral
[TARGET: Parsvnath] Parsvnath plans to raise up to $67 mn through QIP,Parsvnath,Parsvnath plans to raise up to $67 mn through QIP,1,neutral
[TARGET: Pawan Hans Helicopters] Pawan Hans Helicopters offers equity stake against Rs 131-crore loan,Pawan Hans Helicopters,Pawan Hans Helicopters offers equity stake against Rs 131-crore loan,1,neutral
[TARGET: Hero Motocorp] Pawan Munjal elevated as new Vice Chairman in Hero Motocorp,Hero Motocorp,Pawan Munjal elevated as new Vice Chairman in Hero Motocorp,1,neutral
"[TARGET: PFC] PFC to raise Rs 5,300 cr via infrastructure bond issue",PFC,"PFC to raise Rs 5,300 cr via infrastructure bond issue",1,neutral
"[TARGET: infrastructure bond] PFC to raise Rs 5,300 cr via infrastructure bond issue",infrastructure bond,"PFC to raise Rs 5,300 cr via infrastructure bond issue",1,neutral
"[TARGET: PFC] PFC to start selling Rs 1,000 cr tax-free bonds tomorrow",PFC,"PFC to start selling Rs 1,000 cr tax-free bonds tomorrow",1,neutral
"[TARGET: Piramal Healthcare] Piramal Healthcare is in a range: Kunal Saraogi, Technical Analyst",Piramal Healthcare,"Piramal Healthcare is in a range: Kunal Saraogi, Technical Analyst",1,neutral
[TARGET: Praj Industries] Praj Industries announces to buyback shares of Rs 62.07 lakh,Praj Industries,Praj Industries announces to buyback shares of Rs 62.07 lakh,2,positive
"[TARGET: Nifty] Pre-market: Nifty likely to open flat; may retest 6,500 levels",Nifty,"Pre-market: Nifty likely to open flat; may retest 6,500 levels",1,neutral
[TARGET: Nifty] Pre-market: Nifty seen opening flat; may trade around 8050 levels,Nifty,Pre-market: Nifty seen opening flat; may trade around 8050 levels,1,neutral
"[TARGET: Prestige Estates] Prestige Estates Rs 1,200cr IPO subscribed 1.75 times till 2pm",Prestige Estates,"Prestige Estates Rs 1,200cr IPO subscribed 1.75 times till 2pm",1,neutral
[TARGET: SEBI] Public offer discounts should be given at bidding time: SEBI,SEBI,Public offer discounts should be given at bidding time: SEBI,1,neutral
"[TARGET: HSBC AMC] Public sector banks' future not gloomy: Tushar Pradhan, HSBC AMC",HSBC AMC,"Public sector banks' future not gloomy: Tushar Pradhan, HSBC AMC",1,neutral
"[TARGET: Lanco Infratech] Q1 earnings: Lanco Infratech PAT seen at Rs 3,480 crore",Lanco Infratech,"Q1 earnings: Lanco Infratech PAT seen at Rs 3,480 crore",1,neutral
[TARGET: PSU banks] Q4 numbers by PSU banks a mixed bag: Hemindra Hazari,PSU banks,Q4 numbers by PSU banks a mixed bag: Hemindra Hazari,1,neutral
[TARGET: Indian markets] Raghuram Rajan wins in Sydney but Indian markets don't care,Indian markets,Raghuram Rajan wins in Sydney but Indian markets don't care,1,neutral
[TARGET: RBI] RBI governor may shift focus to government bonds from rupee,RBI,RBI governor may shift focus to government bonds from rupee,1,neutral
[TARGET: RBL Bank] RBL Bank plans to launch IPO in next three quarters,RBL Bank,RBL Bank plans to launch IPO in next three quarters,1,neutral
"[TARGET: Reliance Communications] Reliance Communications to raise Rs 4,300 crore from investors, promoters",Reliance Communications,"Reliance Communications to raise Rs 4,300 crore from investors, promoters",1,neutral
"[TARGET: Reliance Industries] Reliance Industries to stay in 800-950 range, says Jagdish Malkani",Reliance Industries,"Reliance Industries to stay in 800-950 range, says Jagdish Malkani",1,neutral
[TARGET: Sebi] Report OTC trades in corporate bonds within 15 minutes: Sebi,Sebi,Report OTC trades in corporate bonds within 15 minutes: Sebi,1,neutral
[TARGET: Bharat Electronics Limited] S K Sharma takes charge as Bharat Electronics Limited CMD,Bharat Electronics Limited,S K Sharma takes charge as Bharat Electronics Limited CMD,1,neutral
"[TARGET: SAIL] SAIL decides to retain merchant bankers for Rs 8,000cr FPO",SAIL,"SAIL decides to retain merchant bankers for Rs 8,000cr FPO",1,neutral
[TARGET: ICICI Prudential Life Insurance] Sandeep Batra may go back to ICICI Prudential Life Insurance,ICICI Prudential Life Insurance,Sandeep Batra may go back to ICICI Prudential Life Insurance,1,neutral
[TARGET: Edelweiss Capital] Sanjiv Misra joins the Board of Directors of Edelweiss Capital,Edelweiss Capital,Sanjiv Misra joins the Board of Directors of Edelweiss Capital,1,neutral
[TARGET: Alchemist] SAT asks Alchemist to submit investors' details within 2 weeks,Alchemist,SAT asks Alchemist to submit investors' details within 2 weeks,1,neutral
[TARGET: SAT] SAT asks Alchemist to submit investors' details within 2 weeks,SAT,SAT asks Alchemist to submit investors' details within 2 weeks,1,neutral
"[TARGET: DLF] SAT clubs KP Singh, other petitions with main DLF case",DLF,"SAT clubs KP Singh, other petitions with main DLF case",1,neutral
"[TARGET: SAT] SAT clubs KP Singh, other petitions with main DLF case",SAT,"SAT clubs KP Singh, other petitions with main DLF case",1,neutral
[TARGET: Ventureast Tenet Fund] Sateesh Andra takes over as Ventureast Tenet Funds Managing Partner,Ventureast Tenet Fund,Sateesh Andra takes over as Ventureast Tenet Funds Managing Partner,1,neutral
[TARGET: SBI] SBI to submit revised proposal on rights issue in June,SBI,SBI to submit revised proposal on rights issue in June,1,neutral
[TARGET: Sebi] Sebi ask cos to follow std format for auditor certificates,Sebi,Sebi ask cos to follow std format for auditor certificates,1,neutral
[TARGET: Sebi] Sebi asks listed firms to appoint women directors by month-end,Sebi,Sebi asks listed firms to appoint women directors by month-end,1,neutral
[TARGET: Sebi] Sebi Chairman UK Sinha expects healthy IPO market in 2016,Sebi,Sebi Chairman UK Sinha expects healthy IPO market in 2016,1,neutral
[TARGET: Sebi] Sebi chief UK Sinha to get two-year extension; notification soon,Sebi,Sebi chief UK Sinha to get two-year extension; notification soon,1,neutral
[TARGET: Sebi] Sebi extends timeline to implement FPI regulations to June 30,Sebi,Sebi extends timeline to implement FPI regulations to June 30,1,neutral
[TARGET: Sebi] Sebi invites bids from BPOs for empanelment of helpline agency,Sebi,Sebi invites bids from BPOs for empanelment of helpline agency,1,neutral
[TARGET: Sebi] Sebi may soon make BRs mandatory for top 500 companies,Sebi,Sebi may soon make BRs mandatory for top 500 companies,1,neutral
[TARGET: Sebi] Sebi notifies rules on launch of new mutual fund schemes,Sebi,Sebi notifies rules on launch of new mutual fund schemes,1,neutral
[TARGET: Sebi] Sebi probe: Maharishi Vedic firm says not into public deposits,Sebi,Sebi probe: Maharishi Vedic firm says not into public deposits,1,neutral
[TARGET: ICICI Prudential] Sebi provides clarity to ICICI Prudential on associate director status,ICICI Prudential,Sebi provides clarity to ICICI Prudential on associate director status,1,neutral
[TARGET: Sebi] Sebi provides clarity to ICICI Prudential on associate director status,Sebi,Sebi provides clarity to ICICI Prudential on associate director status,1,neutral
[TARGET: Sebi] Sebi ropes in Narayana Murthy to head panel on start-ups,Sebi,Sebi ropes in Narayana Murthy to head panel on start-ups,1,neutral
[TARGET: Sebi] Sebi seeks fresh clarification on UFO Moviez Rs 750-crore IPO,Sebi,Sebi seeks fresh clarification on UFO Moviez Rs 750-crore IPO,1,neutral
[TARGET: UFO Moviez] Sebi seeks fresh clarification on UFO Moviez Rs 750-crore IPO,UFO Moviez,Sebi seeks fresh clarification on UFO Moviez Rs 750-crore IPO,1,neutral
[TARGET: Sebi] Sebi to soon issue final norms for listing of startups,Sebi,Sebi to soon issue final norms for listing of startups,1,neutral
[TARGET: Securities Appellate Tribunal] Securities Appellate Tribunal's Dalmia ruling may trigger more buyback offers,Securities Appellate Tribunal,Securities Appellate Tribunal's Dalmia ruling may trigger more buyback offers,1,neutral
[TARGET: Sebi] Securitised debt trades to be reported within 15 minutes: Sebi,Sebi,Securitised debt trades to be reported within 15 minutes: Sebi,1,neutral
"[TARGET: Quantum Securities] Seeing sector rotation, investors realigning portfolios: Sanjay Dutt, Quantum Securities",Quantum Securities,"Seeing sector rotation, investors realigning portfolios: Sanjay Dutt, Quantum Securities",1,neutral
"[TARGET: Sensex] Sensex likely to hit 31,000 by December 2015, says Citigroup",Sensex,"Sensex likely to hit 31,000 by December 2015, says Citigroup",1,neutral
"[TARGET: Citigroup] Sensex likely to hit 31,000 by December 2015, says Citigroup",Citigroup,"Sensex likely to hit 31,000 by December 2015, says Citigroup",1,neutral
[TARGET: Sensex] Sensex trading in a range; top 20 intraday trading ideas,Sensex,Sensex trading in a range; top 20 intraday trading ideas,1,neutral
"[TARGET: Sesa Goa] Sesa Goa: Iron ore policy, demand from China hold key",Sesa Goa,"Sesa Goa: Iron ore policy, demand from China hold key",1,neutral
[TARGET: Shanghai Gold Exchange] Shanghai Gold Exchange to launch international board on September 29,Shanghai Gold Exchange,Shanghai Gold Exchange to launch international board on September 29,1,neutral
[TARGET: Jimmy Choo] Shoe maker Jimmy Choo to step out on London market,Jimmy Choo,Shoe maker Jimmy Choo to step out on London market,1,neutral
[TARGET: Shriram City] Shriram City to launch Rs 200-crore NCD on April 16,Shriram City,Shriram City to launch Rs 200-crore NCD on April 16,1,neutral
[TARGET: Sri Lankan rupee] Sri Lankan rupee forwards steady as central bank prevents fall,Sri Lankan rupee,Sri Lankan rupee forwards steady as central bank prevents fall,1,neutral
[TARGET: StanChart] StanChart elevates Sanjeeb Chaudhuri as global brand head & CMO,StanChart,StanChart elevates Sanjeeb Chaudhuri as global brand head & CMO,1,neutral
[TARGET: Sun Pharma] Stock Buzz: Sun Pharma may face resistance at current levels,Sun Pharma,Stock Buzz: Sun Pharma may face resistance at current levels,0,negative
"[TARGET: Markets] Street Ahead: Markets edgy over current affairs, may stay range-bound",Markets,"Street Ahead: Markets edgy over current affairs, may stay range-bound",1,neutral
[TARGET: Sugar companies] Sugar companies & investors get the sweet smell of revival,Sugar companies,Sugar companies & investors get the sweet smell of revival,2,positive
[TARGET: Nifty] Suggest to wait till Nifty hits 8330 mark: Mitesh Thacker,Nifty,Suggest to wait till Nifty hits 8330 mark: Mitesh Thacker,1,neutral
[TARGET: LIC Housing Finance] Target of Rs 268 for LIC Housing Finance: Rajat Bose,LIC Housing Finance,Target of Rs 268 for LIC Housing Finance: Rajat Bose,1,neutral
[TARGET: Sun Pharma] Taro contributed one third of Sun Pharma's consolidated net sales,Sun Pharma,Taro contributed one third of Sun Pharma's consolidated net sales,1,neutral
[TARGET: Technofab Engg] Technofab Engg files red herring prospectus with RoC for IPO,Technofab Engg,Technofab Engg files red herring prospectus with RoC for IPO,1,neutral
[TARGET: RoC] Technofab Engg files red herring prospectus with RoC for IPO,RoC,Technofab Engg files red herring prospectus with RoC for IPO,1,neutral
[TARGET: gold] The empire strikes back: Why gold will matter in 2014,gold,The empire strikes back: Why gold will matter in 2014,1,neutral
[TARGET: Thyrocare Technologies] Thyrocare Technologies plans IPO worth up to $100 mn: Sources,Thyrocare Technologies,Thyrocare Technologies plans IPO worth up to $100 mn: Sources,1,neutral
"[TARGET: sugar sector] To help sugar sector, talk of mixing ethanol with petrol",sugar sector,"To help sugar sector, talk of mixing ethanol with petrol",1,neutral
[TARGET: Syngene International] Top brokers recommend 'subscribe' to Syngene International IPO; here why,Syngene International,Top brokers recommend 'subscribe' to Syngene International IPO; here why,1,neutral
[TARGET: gold] Traders may get cash-settled gold and silver futures on MCX,gold,Traders may get cash-settled gold and silver futures on MCX,1,neutral
[TARGET: silver futures] Traders may get cash-settled gold and silver futures on MCX,silver futures,Traders may get cash-settled gold and silver futures on MCX,1,neutral
"[TARGET: Ujjivan Financial] Ujjivan Financial Rs 1,500 crore IPO to hit D-Street soon",Ujjivan Financial,"Ujjivan Financial Rs 1,500 crore IPO to hit D-Street soon",1,neutral
[TARGET: UTI AMC] UTI AMC shortlists 3 names for Chairman and MD position,UTI AMC,UTI AMC shortlists 3 names for Chairman and MD position,1,neutral
"[TARGET: UTI MF] UTI MF appoints Kaeley as group president, sales & marketing",UTI MF,"UTI MF appoints Kaeley as group president, sales & marketing",1,neutral
[TARGET: UTV] UTV posts FY'11 consolidated net profit at Rs 135.47 cr,UTV,UTV posts FY'11 consolidated net profit at Rs 135.47 cr,1,neutral
[TARGET: Mangalam cement] Valuations of Mangalam cement look cheaper compared to its peers,Mangalam cement,Valuations of Mangalam cement look cheaper compared to its peers,1,neutral
[TARGET: Wall St] Wall St Week Ahead: Jobs report may test market complacency,Wall St,Wall St Week Ahead: Jobs report may test market complacency,1,neutral
[TARGET: Wall Street] Wall Street ends flat in quiet end to dramatic week,Wall Street,Wall Street ends flat in quiet end to dramatic week,1,neutral
[TARGET: Wall Street] Wall Street Week Ahead: Don't leave small-cap stocks for dead,Wall Street,Wall Street Week Ahead: Don't leave small-cap stocks for dead,1,neutral
[TARGET: S&P 500] Wall Street Week Ahead: S&P 500 nearing the 2K summit,S&P 500,Wall Street Week Ahead: S&P 500 nearing the 2K summit,2,positive
[TARGET: Wall Street] Wall Street Week Ahead: S&P 500 nearing the 2K summit,Wall Street,Wall Street Week Ahead: S&P 500 nearing the 2K summit,1,neutral
"[TARGET: gold] War clouds over Crimea: Sensex ends below 21K, gold glitters",gold,"War clouds over Crimea: Sensex ends below 21K, gold glitters",2,positive
"[TARGET: Sensex] War clouds over Crimea: Sensex ends below 21K, gold glitters",Sensex,"War clouds over Crimea: Sensex ends below 21K, gold glitters",0,negative
"[TARGET: Reliance] Watch out for 720-725 band in Reliance: Vijay Bhambwani, BSPLindia.com",Reliance,"Watch out for 720-725 band in Reliance: Vijay Bhambwani, BSPLindia.com",1,neutral
"[TARGET: BSPLindia.com] Watch out for 720-725 band in Reliance: Vijay Bhambwani, BSPLindia.com",BSPLindia.com,"Watch out for 720-725 band in Reliance: Vijay Bhambwani, BSPLindia.com",1,neutral
[TARGET: RIL] What should investors do with RIL ahead of Q2 results?,RIL,What should investors do with RIL ahead of Q2 results?,1,neutral
[TARGET: oil] What's happening in the oil market right now is 'unprecedented',oil,What's happening in the oil market right now is 'unprecedented',1,neutral
[TARGET: Kingfisher Airlines] Who is buying defunct Kingfisher Airlines' shares on the bourses?,Kingfisher Airlines,Who is buying defunct Kingfisher Airlines' shares on the bourses?,1,neutral
"[TARGET: Nifty] Why 9,000 on Nifty matters: Putting bull market in perspective",Nifty,"Why 9,000 on Nifty matters: Putting bull market in perspective",1,neutral
[TARGET: Wipro] Wipro likely to sell water business; Focus more on core,Wipro,Wipro likely to sell water business; Focus more on core,1,neutral
[TARGET: Worldpay Group Ltd] Worldpay Group Ltd valued at $7.4 billion in London listing,Worldpay Group Ltd,Worldpay Group Ltd valued at $7.4 billion in London listing,1,neutral
[TARGET: Nifty] 5400-5470 is the Nifty range for next few days: Ashwani Gujral,Nifty,5400-5470 is the Nifty range for next few days: Ashwani Gujral,1,neutral
[TARGET: Adani Ports & SEZ] Adani Ports & SEZ Q4 net profit at Rs 530 crore,Adani Ports & SEZ,Adani Ports & SEZ Q4 net profit at Rs 530 crore,1,neutral
"[TARGET: Airtel] Airtel hits global bond market, raises $1 billion to fund capex",Airtel,"Airtel hits global bond market, raises $1 billion to fund capex",1,neutral
[TARGET: Alkem Labs] Alkem Labs May Inspire Other Pharma Cos to Take IPO Path,Alkem Labs,Alkem Labs May Inspire Other Pharma Cos to Take IPO Path,1,neutral
[TARGET: IT] All is not lost for investors; IT is analysts' best bet,IT,All is not lost for investors; IT is analysts' best bet,2,positive
[TARGET: Airports Authority of India] Alok Sinha takes over as new Airports Authority of India chief,Airports Authority of India,Alok Sinha takes over as new Airports Authority of India chief,1,neutral
[TARGET: Amar Ujala] Amar Ujala plans another IPO to raise about Rs 450 crore,Amar Ujala,Amar Ujala plans another IPO to raise about Rs 450 crore,1,neutral
"[TARGET: Reliance Infrastructure] Anil Ambani-led Reliance Infrastructure appoints ex-Vedanta chief, MS Mehta, as CEO",Reliance Infrastructure,"Anil Ambani-led Reliance Infrastructure appoints ex-Vedanta chief, MS Mehta, as CEO",1,neutral
[TARGET: APL Apollo Tubes] APL Apollo Tubes allots 10 lakh equity shares to promoter entity,APL Apollo Tubes,APL Apollo Tubes allots 10 lakh equity shares to promoter entity,1,neutral
"[TARGET: Asia shares] Asia shares steady, investors look to next phase of Greek deal",Asia shares,"Asia shares steady, investors look to next phase of Greek deal",1,neutral
[TARGET: Birla Sun Life] Birla Sun Life appoints group co head Jayant Dua as CEO,Birla Sun Life,Birla Sun Life appoints group co head Jayant Dua as CEO,1,neutral
[TARGET: Birla Wellness Group] Birla Wellness Group appoints N Venkat as new MD and CEO,Birla Wellness Group,Birla Wellness Group appoints N Venkat as new MD and CEO,1,neutral
"[TARGET: BSE StAR MF] BSE StAR MF processes over 50,000 orders on a single day",BSE StAR MF,"BSE StAR MF processes over 50,000 orders on a single day",1,neutral
"[TARGET: BSE] BSE to auction government bonds worth Rs 3,208 crore on Thursday",BSE,"BSE to auction government bonds worth Rs 3,208 crore on Thursday",1,neutral
"[TARGET: BSE] BSE to auction investment limits for Rs 5,500 crore government bonds",BSE,"BSE to auction investment limits for Rs 5,500 crore government bonds",1,neutral
[TARGET: BSE] BSE to auction investment limits for Rs 561- crore government bonds,BSE,BSE to auction investment limits for Rs 561- crore government bonds,1,neutral
[TARGET: BSE] BSE to take 'appropriate action' on Sebi order in NMDC case,BSE,BSE to take 'appropriate action' on Sebi order in NMDC case,1,neutral
[TARGET: Sebi] BSE to take 'appropriate action' on Sebi order in NMDC case,Sebi,BSE to take 'appropriate action' on Sebi order in NMDC case,1,neutral
[TARGET: NMDC] BSE to take 'appropriate action' on Sebi order in NMDC case,NMDC,BSE to take 'appropriate action' on Sebi order in NMDC case,1,neutral
"[TARGET: Nifty] By 2030, Nifty will hit 1,25,000, says ace investor Rakesh Jhunjhunwala",Nifty,"By 2030, Nifty will hit 1,25,000, says ace investor Rakesh Jhunjhunwala",1,neutral
[TARGET: Nifty] Can Nifty hold 6200 levels next week? Top five trading bets,Nifty,Can Nifty hold 6200 levels next week? Top five trading bets,1,neutral
[TARGET: Canara Bank] Canara Bank issues 4 crore shares to LIC on preferential basis,Canara Bank,Canara Bank issues 4 crore shares to LIC on preferential basis,1,neutral
[TARGET: LIC] Canara Bank issues 4 crore shares to LIC on preferential basis,LIC,Canara Bank issues 4 crore shares to LIC on preferential basis,1,neutral
[TARGET: Chennai Petroleum Corporation Ltd] Chennai Petroleum Corporation Ltd reports Rs 510.11 crore Q1 net profit,Chennai Petroleum Corporation Ltd,Chennai Petroleum Corporation Ltd reports Rs 510.11 crore Q1 net profit,1,neutral
[TARGET: Bank of China] China appoints Bank of China as yuan clearing bank in Paris,Bank of China,China appoints Bank of China as yuan clearing bank in Paris,1,neutral
[TARGET: offshore yuan] China to let banks with offshore yuan business do domestic repos,offshore yuan,China to let banks with offshore yuan business do domestic repos,1,neutral
[TARGET: China yuan] China yuan seen to play a bigger role as funding currency,China yuan,China yuan seen to play a bigger role as funding currency,1,neutral
"[TARGET: China yuan] China yuan steady on flat midpoint fix, comments by forex regulator",China yuan,"China yuan steady on flat midpoint fix, comments by forex regulator",1,neutral
[TARGET: CICC investment bank] China's CICC investment bank set to open up in HK debut,CICC investment bank,China's CICC investment bank set to open up in HK debut,1,neutral
[TARGET: Citigroup] Citigroup joins foreign brokerages in cutting year-end target for Indian stocks,Citigroup,Citigroup joins foreign brokerages in cutting year-end target for Indian stocks,1,neutral
[TARGET: NSEL] Corporate affairs ministry finalises share swap ratio for proposed NSEL-FTIL merger,NSEL,Corporate affairs ministry finalises share swap ratio for proposed NSEL-FTIL merger,1,neutral
[TARGET: FTIL] Corporate affairs ministry finalises share swap ratio for proposed NSEL-FTIL merger,FTIL,Corporate affairs ministry finalises share swap ratio for proposed NSEL-FTIL merger,1,neutral
[TARGET: Corporation Bank] Corporation Bank to raise Rs 500 crore from Tier I bonds,Corporation Bank,Corporation Bank to raise Rs 500 crore from Tier I bonds,1,neutral
[TARGET: Sebi] Cos to host 'material' details on websites for 5 yrs: Sebi,Sebi,Cos to host 'material' details on websites for 5 yrs: Sebi,1,neutral
[TARGET: Rupee] Currency Corner: Rupee snaps 3-day gain as funds reduce equity exposure,Rupee,Currency Corner: Rupee snaps 3-day gain as funds reduce equity exposure,1,neutral
[TARGET: Currency futures] Currency futures volumes key to RBI plan on FIIs forex hedging,Currency futures,Currency futures volumes key to RBI plan on FIIs forex hedging,1,neutral
[TARGET: RBI] Currency futures volumes key to RBI plan on FIIs forex hedging,RBI,Currency futures volumes key to RBI plan on FIIs forex hedging,1,neutral
[TARGET: Delhi International Airport] Delhi International Airport keen on bond issue to repay bank loans,Delhi International Airport,Delhi International Airport keen on bond issue to repay bank loans,1,neutral
[TARGET: Ranbaxy] Did D-Street had an inkling of Ranbaxy deal with Sun Pharma?,Ranbaxy,Did D-Street had an inkling of Ranbaxy deal with Sun Pharma?,1,neutral
[TARGET: Sun Pharma] Did D-Street had an inkling of Ranbaxy deal with Sun Pharma?,Sun Pharma,Did D-Street had an inkling of Ranbaxy deal with Sun Pharma?,1,neutral
"[TARGET: Sun Pharma] Dilip Shanghvi, Sun Pharma promoter, a pharma maven with midas touch",Sun Pharma,"Dilip Shanghvi, Sun Pharma promoter, a pharma maven with midas touch",1,neutral
[TARGET: MRPL] Director (Finance) of MRPL Vishnu Agrawal gets additional charge of MD,MRPL,Director (Finance) of MRPL Vishnu Agrawal gets additional charge of MD,1,neutral
[TARGET: Dish TV] Dish TV makes first profit at Rs 35 crore in Q4,Dish TV,Dish TV makes first profit at Rs 35 crore in Q4,1,neutral
"[TARGET: Dollar] Dollar flat in Asia ahead of key data, Federal Policy meeting",Dollar,"Dollar flat in Asia ahead of key data, Federal Policy meeting",1,neutral
"[TARGET: D-St] D-St upset with AAP populist measures, sees no threat to BJP",D-St,"D-St upset with AAP populist measures, sees no threat to BJP",1,neutral
[TARGET: Dubai commodity exchange] Dubai commodity exchange in talks with producers to launch tea futures,Dubai commodity exchange,Dubai commodity exchange in talks with producers to launch tea futures,1,neutral
[TARGET: tea futures] Dubai commodity exchange in talks with producers to launch tea futures,tea futures,Dubai commodity exchange in talks with producers to launch tea futures,1,neutral
"[TARGET: ICICIdirect.com] Early elections could provide needed impetus to markets: Pankaj Pandey, ICICIdirect.com",ICICIdirect.com,"Early elections could provide needed impetus to markets: Pankaj Pandey, ICICIdirect.com",1,neutral
[TARGET: EID Parry] EID Parry December quarter consolidated net profit at Rs 15.15 crore,EID Parry,EID Parry December quarter consolidated net profit at Rs 15.15 crore,1,neutral
